f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,l07f4,l07f5,l07f6,l07f7,l07f8,l07f9,l07f10,l07f11,l07f12,l07f13,l07f14,l07f15,l07f16,l07f17,l07f18,l07f19,l07f20,l07f21,nss,nsc,mult
011,24442,59,181,1,1,281,17,13,1,1,2812,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    2,     ,     ,     ,     ,     ,  6, 12,    176795
015,24442,59,181,1,1,281,17,13,1,1,2812,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    2,     ,     ,     ,     ,     ,  6, 12,   1281762
015,24440,59,181,1,1,281,17,14,1,1,2812,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,   10,     ,     ,  6, 12,    946904
011,24449,59,181,1,1,281,17,14,1,1,2812,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    2,     ,     ,  6, 12,    502436
010,24443,59,181,1,1,281,17,14,1,1,2812,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,   10,     ,     ,  6, 12,    110627
016,24424,59,181,1,1,281,18,16,1,1,2814,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    8,     ,     ,  4,  8,   1886239
009,24421,59,181,1,1,281,19,17,1,1,2814,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  8, 16,   1827091
009,24421,59,181,1,1,281,19,17,1,1,2814,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  8, 16,    796424
015,24420,59,181,1,1,281,19,17,1,1,2814,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    4,     ,     ,  8, 16,    385394
011,24429,59,181,1,1,284,20,20,1,1,2810,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    1,     ,     ,     ,    4,     ,    6,  8, 16,    276388
011,24429,59,181,1,1,284,20,20,1,1,2810,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,    4,  8, 16,    403952
016,24429,59,181,1,1,284,20,20,1,1,2810,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  40,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    871685
010,24426,59,181,1,1,284,20,20,1,1,2810,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  20,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    922980
012,24426,59,181,1,1,284,20,20,1,1,2810,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  8, 16,   1080562
019,24426,59,181,1,1,284,20,20,1,1,2810,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    5,     ,     ,     ,     ,     ,     ,  8, 16,    472746
018,24426,59,181,1,1,284,20,20,1,1,2810,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  8, 16,     90047
008,24428,59,181,1,1,283,21,02,1,1,2813,1,1,1,01,07,00000,   ,   ,  1,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  5,  6,   1277967
031,24428,59,181,1,1,283,21,02,1,1,2813,1,3,1,01,07,00000,   ,   ,  1,   ,   ,   ,   ,   2,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  5,  6,   1916951
013,24414,59,181,1,1,283,21,02,1,1,2813,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  5,  6,    829450
016,24412,59,181,1,1,283,21,23,1,1,2813,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   6,    ,     ,     ,    3,     ,     ,     ,    6,     ,     ,  4,  8,   1319381
013,24412,59,181,1,1,283,21,23,1,1,2813,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,   3,    ,     ,     ,    4,     ,     ,     ,    6,     ,     ,  4,  8,   1319381
010,24411,59,181,1,1,283,21,23,1,1,2813,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    4,     ,     ,     ,     ,  4,  8,   1572115
017,24411,59,181,1,1,283,21,23,1,1,2813,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  4,  8,    360813
013,24415,59,181,1,1,283,21,24,1,1,2813,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,   10,     ,   10,     ,    2,     ,     ,  4,  8,    993996
026,24415,59,181,1,1,283,21,24,1,1,2813,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  20,  10,     ,     ,     ,     ,     ,     ,     ,     ,     ,  4,  8,    784734
017,24413,59,181,1,1,283,22,21,1,1,2811,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  12,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    471244
016,24416,59,181,1,1,283,22,21,1,1,2811,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    8,     ,     ,  6, 12,    120022
029,24416,59,181,1,1,283,22,21,1,1,2811,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  40,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    788714
012,24416,59,181,1,1,283,22,21,1,1,2811,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  40,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,   1080196
014,24416,59,181,1,1,283,22,21,1,1,2811,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,     ,     ,     ,  6, 12,    325773
019,24417,59,181,1,1,283,22,21,1,1,2811,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    732338
013,24417,59,181,1,1,283,22,21,1,1,2811,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  25,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    455237
028,24417,59,181,1,1,283,22,21,1,1,2811,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   1,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    890681
010,24418,59,181,1,1,283,22,22,1,1,2811,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    560363
023,24452,59,181,1,1,283,22,22,1,1,2811,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    4,     ,     ,     ,     ,  6, 12,     75562
012,24451,59,181,1,1,284,23,18,1,1,2810,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  20,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    980522
012,24455,59,181,1,1,284,23,18,1,1,2810,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  35,    ,     ,     ,    8,     ,     ,     ,     ,     ,     ,  6, 12,   1688009
013,24455,59,181,1,1,284,23,18,1,1,2810,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    4,     ,     ,  6, 12,    584954
009,24456,59,181,1,1,284,23,19,1,1,2810,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    6,     ,     ,  6, 12,     90999
015,24456,59,181,1,1,284,23,19,1,1,2810,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  10,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,   1706222
015,24456,59,181,1,1,284,23,19,1,1,2810,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,     34124
018,24456,59,181,1,1,284,23,19,1,1,2810,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,     34124
007,24457,59,181,1,1,282,01,30,1,1,2822,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,   10,     ,     ,  6, 12,   1605238
013,24457,59,181,1,1,282,01,30,1,1,2822,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    6,     ,    1,     ,    4,     ,     ,  6, 12,   1076684
012,24457,59,181,1,1,282,01,30,1,1,2822,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    6,     ,    2,     ,   14,     ,     ,  6, 12,    548130
013,24457,59,181,1,1,282,01,30,1,1,2822,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    8,     ,     ,  6, 12,    548130
011,24458,59,181,1,1,282,01,30,1,1,2822,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    4,     ,     ,  6, 12,   1154868
017,24458,59,181,1,1,282,01,30,1,1,2822,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  98,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    179646
011,24404,59,181,1,1,282,01,30,1,1,2822,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    929000
010,24404,59,181,1,1,282,01,30,1,1,2822,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    2,     ,    9,     ,   15,  6, 12,    846422
015,24404,59,181,1,1,282,01,30,1,1,2822,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    3,     ,    1,     ,    6,     ,     ,  6, 12,    846422
014,24400,59,181,1,1,282,03,31,1,1,2821,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,    3,     ,     ,  4,  8,   1433317
012,24409,59,181,1,1,282,03,31,1,1,2821,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  30,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  4,  8,    383319
008,24409,59,181,1,1,282,03,31,1,1,2821,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    1,     ,     ,  4,  8,    455192
012,24403,59,181,1,1,282,03,32,1,1,2821,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    615211
016,24406,59,181,1,1,282,03,32,1,1,2820,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,     ,     ,     ,  6, 12,    475269
015,24407,59,181,1,1,282,03,32,1,1,2820,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,    2,    2,     ,     ,  6, 12,    846385
024,24408,59,181,1,1,282,04,28,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    120394
017,24494,59,181,1,1,282,04,28,1,1,2820,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    4,     ,     ,  8, 16,   1407351
020,24494,59,181,1,1,282,04,28,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  50,     ,     ,    5,     ,     ,     ,    5,     ,     ,  8, 16,    204293
013,24494,59,181,1,1,282,04,28,1,1,2820,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    3,     ,     ,  8, 16,    340488
010,24492,59,181,1,1,282,04,28,1,1,2820,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    581966
013,24491,59,181,1,1,282,04,28,1,1,2820,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  8, 16,   1993445
012,24495,59,181,1,1,282,06,27,1,1,2820,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    147119
010,24490,59,181,1,1,282,06,27,1,1,2820,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    4,     ,     ,  6, 12,   2223825
017,24490,59,181,1,1,282,06,27,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    8,     ,     ,  6, 12,     81608
022,24490,59,181,1,1,282,06,27,1,1,2820,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  50,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    122412
017,24496,59,181,1,1,282,07,25,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    126393
011,24496,59,181,1,1,282,07,25,1,1,2820,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    1,     ,     ,  6, 12,    180562
016,24497,59,181,1,1,282,07,25,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    2,     ,     ,     ,     ,  6, 12,     18646
011,24497,59,181,1,1,282,07,25,1,1,2820,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,     ,     ,     ,  6, 12,   1006875
014,24498,59,181,1,1,282,07,25,1,1,2820,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,     98873
008,24498,59,181,1,1,282,07,25,1,1,2820,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    7,     ,     ,  6, 12,   1021691
012,24498,59,181,1,1,282,07,25,1,1,2820,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    758029
009,24434,59,181,1,1,282,07,26,1,1,2820,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    4,     ,     ,  6, 12,     69593
012,24434,59,181,1,1,282,07,26,1,1,2820,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  6, 12,    913407
011,24432,59,181,1,1,282,07,26,1,1,2820,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  11,     ,     ,    3,     ,    1,     ,   10,     ,     ,  6, 12,    131334
009,24432,59,181,1,1,282,07,26,1,1,2820,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  6, 12,    279084
021,24432,59,181,1,1,282,07,26,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   1,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  6, 12,    788002
013,24432,59,181,1,1,282,07,26,1,1,2820,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    1,     ,     ,     ,     ,  6, 12,    394001
024,24432,59,181,1,1,282,07,26,1,1,2820,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  6, 12,    886502
011,24431,59,181,1,1,282,07,26,1,1,2820,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  70,  30,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    197090
015,24431,59,181,1,1,282,07,26,1,1,2820,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    960813
010,24435,59,181,1,1,282,08,36,1,1,2820,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  50,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    892887
016,24435,59,181,1,1,282,08,36,1,1,2820,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   9,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    935406
013,24430,59,181,1,1,282,08,36,1,1,2820,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  6, 12,   1112657
009,24430,59,181,1,1,282,08,36,1,1,2820,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  6, 12,    507952
012,24439,59,181,1,1,282,08,36,1,1,2820,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    2,     ,    5,     ,     ,  6, 12,    687634
013,24439,59,181,1,1,282,08,36,1,1,2820,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   8,    ,     ,     ,    3,     ,     ,     ,     ,     ,     ,  6, 12,    940973
012,24439,59,181,1,1,282,08,36,1,1,2820,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    235243
011,24433,59,181,1,1,282,08,37,1,1,2820,1,1,1,01,07,00000,000,000,000,000,000,000,000,0000,0000,00000,00000,00000,00000,00000,00000,00000,00000,00000,  6, 12,    351093
010,24433,59,181,1,1,282,08,37,1,1,2820,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  6, 12,   1197846
014,24433,59,181,1,1,282,08,37,1,1,2820,2,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    206525
016,24436,59,181,1,1,282,08,37,1,1,2820,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    2,     ,     ,     ,     ,  6, 12,    621164
011,24438,59,181,1,1,282,09,33,1,1,2823,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    5,     ,    1,     ,   10,     ,     ,  6, 12,    401967
018,24438,59,181,1,1,282,09,33,1,1,2823,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,   11,     ,    1,     ,    8,     ,     ,  6, 12,    365425
012,24464,59,181,1,1,282,09,33,1,1,2823,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  10,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    907203
013,24464,59,181,1,1,282,09,33,1,1,2823,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  10,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    508919
016,24462,59,181,1,1,282,09,33,1,1,2823,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  6, 12,    491054
008,24462,59,181,1,1,282,09,33,1,1,2823,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,    667834
012,24461,59,181,1,1,282,09,34,1,1,2823,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  4,  8,    215923
014,24465,59,181,1,1,282,09,34,1,1,2823,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  4,  8,   1455908
011,24465,59,181,1,1,282,09,34,1,1,2823,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    6,     ,     ,  4,  8,   1030335
013,24460,59,181,1,1,282,10,35,1,1,2823,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    1,     ,    8,     ,     ,  8, 16,   1054273
013,24469,59,181,1,1,282,10,35,1,1,2823,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  15,    ,     ,     ,     ,     ,    2,     ,   11,     ,     ,  8, 16,    874479
013,24469,59,181,1,1,282,10,35,1,1,2823,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  8, 16,     62463
010,24469,59,181,1,1,282,10,35,1,1,2823,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    3,     ,     ,  8, 16,    936941
011,24469,59,181,1,1,282,10,35,1,1,2823,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    8,     ,     ,  8, 16,    437239
008,24469,59,181,1,1,282,10,35,1,1,2823,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    5,     ,     ,     ,     ,     ,     ,  8, 16,    812016
019,24469,59,181,1,1,282,10,35,1,1,2823,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,   20,   30,     ,     ,    6,     ,     ,  8, 16,    478881
010,24463,59,181,1,1,282,10,35,1,1,2823,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    2,     ,     ,  8, 16,    952546
028,24463,59,181,1,1,282,10,35,1,1,2823,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    6,     ,     ,  8, 16,    278794
012,24463,59,181,1,1,282,10,35,1,1,2823,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   5,    ,     ,     ,    2,     ,     ,     ,    3,     ,     ,  8, 16,   1533366
013,24463,59,181,1,1,282,10,35,1,1,2823,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  10,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    766683
010,24463,59,181,1,1,282,10,35,1,1,2823,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  8, 16,    929313
009,24466,59,181,1,1,282,10,35,1,1,2823,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    6,     ,     ,  8, 16,    548036
012,24466,59,181,1,1,282,10,35,1,1,2823,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  8, 16,    415179
009,24466,59,181,1,1,282,10,35,1,1,2823,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  8, 16,    398572
014,24466,59,181,1,1,282,10,35,1,1,2823,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,    5,     ,     ,  8, 16,    398572
009,24468,59,181,1,1,281,11,03,1,1,2832,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    4,     ,     ,  4,  8,   1498536
013,24468,59,181,1,1,281,11,03,1,1,2832,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    6,     ,     ,  4,  8,   1834942
014,24468,59,181,1,1,281,11,03,1,1,2832,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  4,  8,    244659
013,24474,59,181,1,1,281,11,04,1,1,2832,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  4,  8,    654523
041,24474,59,181,1,1,281,11,04,1,1,2832,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    4,     ,     ,  4,  8,    321311
007,24472,59,181,1,1,281,11,04,1,1,2832,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    2,     ,     ,  4,  8,    901680
019,24472,59,181,1,1,281,11,04,1,1,2832,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,    7,     ,     ,  4,  8,   1352520
042,24472,59,181,1,1,281,11,04,1,1,2832,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    3,     ,   12,     ,     ,  4,  8,    403383
015,24472,59,181,1,1,281,11,04,1,1,2832,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    4,     ,     ,  4,  8,    925408
010,24471,59,181,1,1,281,12,05,1,1,2832,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  30,     ,     ,    1,     ,     ,     ,     ,     ,     ,  8, 16,    864066
012,24471,59,181,1,1,281,12,05,1,1,2832,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    5,     ,     ,  8, 16,    216017
021,24475,59,181,1,1,281,12,05,1,1,2832,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  10,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    118191
014,24475,59,181,1,1,281,12,05,1,1,2832,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    992803
008,24470,59,181,1,1,281,12,05,1,1,2832,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    1,     ,     ,  8, 16,   1196092
013,24470,59,181,1,1,281,12,05,1,1,2832,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  8, 16,    885568
