f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,l07f4,l07f5,l07f6,l07f7,l07f8,l07f9,l07f10,l07f11,l07f12,l07f13,l07f14,l07f15,l07f16,l07f17,l07f18,l07f19,l07f20,l07f21,nss,nsc,mult
010,21570,59,181,1,1,322,08,13,2,1,3221,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,     ,     ,     , 12, 24,    626638
014,21579,59,181,1,1,322,09,14,2,1,3223,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,    3,    2,     ,    1,     ,     ,     ,     ,  6, 12,    626077
008,21576,59,181,1,1,322,09,14,2,1,3223,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    6,     ,     ,  6, 12,    228937
008,21576,59,181,1,1,322,09,14,2,1,3223,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  6, 12,    981157
013,21576,59,181,1,1,322,09,14,2,1,3223,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  6, 12,    196231
014,21584,59,181,1,1,322,10,15,2,1,3223,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    6,     ,     ,     ,     ,     ,     , 10, 20,    322688
010,21584,59,181,1,1,322,10,15,2,1,3223,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     , 10, 20,    878428
008,21582,59,181,1,1,322,10,15,2,1,3223,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    6,     ,     ,     ,    2,     ,     , 10, 20,    808892
006,21581,59,181,1,1,322,10,15,2,1,3223,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     , 10, 20,     16908
013,21585,59,181,1,1,322,11,16,2,1,3222,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,    133927
008,21580,59,181,1,1,322,11,16,2,1,3222,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,    5,     ,     , 10, 20,   1316897
011,21580,59,181,1,1,322,11,16,2,1,3222,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    3,     ,     , 10, 20,    569030
018,21580,59,181,1,1,322,11,16,2,1,3222,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     , 10, 20,    178838
010,21580,59,181,1,1,322,11,16,2,1,3222,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,    1,     ,     ,     ,     ,     , 10, 20,   1138059
010,21580,59,181,1,1,322,11,16,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    1,     ,     ,     ,     , 10, 20,    877931
016,21589,59,181,1,1,322,11,16,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 10, 20,    701038
010,21589,59,181,1,1,322,11,16,2,1,3222,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 10, 20,    179335
010,21583,59,181,1,1,322,11,16,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     , 10, 20,   1007522
011,21583,59,181,1,1,322,11,16,2,1,3222,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    6,     ,     ,     ,     ,     ,     , 10, 20,    255878
011,21586,59,181,1,1,322,11,16,2,1,3222,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,    3,     ,    1,     ,     ,     ,     , 10, 20,    498027
010,21586,59,181,1,1,322,11,16,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     , 10, 20,    967183
011,21586,59,181,1,1,322,11,16,2,1,3222,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,    3, 10, 20,    230969
011,21587,59,181,1,1,322,12,17,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  6, 12,    644916
010,21588,59,181,1,1,322,12,17,2,1,3222,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,     ,     ,     ,  6, 12,    447801
009,21044,59,181,1,1,322,12,17,2,1,3222,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    3,     ,     ,  6, 12,   1546753
018,21044,59,181,1,1,322,12,17,2,1,3222,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    4,     ,     ,  6, 12,    166318
013,21044,59,181,1,1,322,12,17,2,1,3222,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    765061
009,21042,59,181,1,1,322,13,18,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    953024
010,21041,59,181,1,1,322,13,18,2,1,3222,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,    2,     ,     ,    1,     ,     ,  6, 12,    161739
009,21045,59,181,1,1,322,13,18,2,1,3222,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,   1087572
008,21045,59,181,1,1,322,13,18,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     ,  6, 12,    999864
011,21045,59,181,1,1,322,13,18,2,1,3222,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    2,     ,     ,     ,     ,     ,  6, 12,    175415
010,21040,59,181,1,1,322,13,19,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    1,     ,    1,     ,     ,     ,  6, 12,    596499
012,21049,59,181,1,1,322,13,19,2,1,3222,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     ,  6, 12,   1016236
013,21049,59,181,1,1,322,13,19,2,1,3222,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,     76988
011,21046,59,181,1,1,322,14,20,2,1,3220,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     ,  6, 12,    650963
010,21046,59,181,1,1,322,14,20,2,1,3220,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,    6,     ,     ,   10,     ,     ,  6, 12,     52781
011,21047,59,181,1,1,322,14,20,2,1,3220,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    1,     ,     ,     ,    1,     ,     ,  6, 12,   1275721
011,21047,59,181,1,1,322,14,20,2,1,3220,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    4,     ,     ,     ,     ,     ,     ,  6, 12,    100715
010,21047,59,181,1,1,322,14,20,2,1,3220,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  6, 12,   1040719
009,21048,59,181,1,1,322,14,20,2,1,3220,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  6, 12,    304956
008,21048,59,181,1,1,322,14,20,2,1,3220,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    304956
016,21023,59,181,1,1,321,02,04,2,1,3223,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,   1,    ,     ,     ,     ,     ,     ,     ,     ,     ,     , 12, 24,    470502
009,21023,59,181,1,1,321,02,04,2,1,3223,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,   1,    ,     ,     ,    3,     ,     ,     ,    3,     ,     , 12, 24,    246821
009,21028,59,181,1,1,321,02,04,2,1,3213,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,  400,     ,     , 12, 24,    113861
011,21011,59,181,1,1,321,03,05,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     ,  6, 12,    356864
009,21011,59,181,1,1,321,03,05,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    356864
013,21011,59,181,1,1,321,03,05,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    2,     ,     ,     ,     ,     ,  6, 12,    624512
010,21011,59,181,1,1,321,03,05,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    4,     ,    1,     ,     ,     ,  6, 12,    256496
010,21015,59,181,1,1,321,03,05,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    405142
010,21015,59,181,1,1,321,03,05,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,   16,     ,     ,     ,    3,     ,    3,     ,  6, 12,    369394
009,21015,59,181,1,1,321,03,05,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    583881
010,21010,59,181,1,1,321,03,05,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,     92366
015,21019,59,181,1,1,321,04,06,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    2,     ,     ,     ,     , 12, 24,    441773
010,21019,59,181,1,1,321,04,06,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 12, 24,    683497
014,21019,59,181,1,1,321,04,06,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    2,     ,    4,     ,     , 12, 24,     33341
011,21013,59,181,1,1,321,04,06,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     , 12, 24,    250281
008,21013,59,181,1,1,321,04,06,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,     ,     ,     , 12, 24,    250281
012,21013,59,181,1,1,321,04,06,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 12, 24,    839653
018,21013,59,181,1,1,321,04,06,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 12, 24,    193766
018,21013,59,181,1,1,321,04,06,2,1,3210,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,    6,     ,     , 12, 24,    290649
012,21013,59,181,1,1,321,04,06,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    1,     ,     ,     ,     , 12, 24,    145325
010,21016,59,181,1,1,321,04,06,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,     ,     ,     , 12, 24,   1063274
019,21016,59,181,1,1,321,04,06,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,     ,     ,     , 12, 24,    177212
012,21016,59,181,1,1,321,04,06,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,    3, 12, 24,     80551
012,21017,59,181,1,1,321,04,06,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,   12,     ,     , 12, 24,    363466
012,21017,59,181,1,1,321,04,06,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    2,     ,     ,     ,     ,     ,     , 12, 24,    625500
011,21018,59,181,1,1,321,04,06,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 12, 24,    222618
013,21018,59,181,1,1,321,04,06,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     , 12, 24,    941844
011,21018,59,181,1,1,321,04,06,2,1,3210,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,     ,     ,     , 12, 24,    136996
011,21018,59,181,1,1,321,04,06,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 12, 24,    941844
009,21054,59,181,1,1,321,04,06,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     , 12, 24,    273312
009,21054,59,181,1,1,321,04,06,2,1,3210,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    2,     ,     , 12, 24,    449642
019,21054,59,181,1,1,321,04,06,2,1,3210,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     , 12, 24,    449642
010,21052,59,181,1,1,321,05,07,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     , 10, 20,    264120
015,21052,59,181,1,1,321,05,07,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     , 10, 20,    752343
018,21052,59,181,1,1,321,05,07,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,     ,    3,     ,     ,     ,     ,     , 10, 20,    304139
012,21051,59,181,1,1,321,05,07,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    2,     ,     ,     ,     , 10, 20,    644107
011,21051,59,181,1,1,321,05,07,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    1,     ,     ,     ,     , 10, 20,    107351
013,21055,59,181,1,1,321,05,07,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,    731568
014,21055,59,181,1,1,321,05,07,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 10, 20,     97542
011,21055,59,181,1,1,321,05,07,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     81285
006,21050,59,181,1,1,321,05,07,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,    2,     ,     ,     ,     , 10, 20,    601617
008,21050,59,181,1,1,321,05,07,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     , 10, 20,    601617
012,21059,59,181,1,1,321,05,07,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    4,     ,     ,     ,     , 10, 20,    397676
011,21059,59,181,1,1,321,05,07,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     , 10, 20,    190885
011,21059,59,181,1,1,321,05,07,2,1,3210,2,1,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     , 10, 20,     23861
007,21059,59,181,1,1,321,05,07,2,1,3210,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,   15,     ,     , 10, 20,    636282
017,21059,59,181,1,1,321,05,07,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    7,     ,     ,     ,     ,     ,     , 10, 20,    461305
013,21059,59,181,1,1,321,05,07,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,     ,     , 10, 20,    111349
012,21053,59,181,1,1,321,05,08,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    2,     ,     ,  8, 16,    382975
016,21053,59,181,1,1,321,05,08,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    5,     ,     ,  8, 16,     16651
022,21056,59,181,1,1,321,05,08,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   8,     ,     ,    5,    2,     ,     ,     ,     ,     ,  8, 16,    113699
009,21056,59,181,1,1,321,05,08,2,1,3210,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,    1,     ,     ,     ,     ,     ,  8, 16,    625342
011,21056,59,181,1,1,321,05,08,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,    1,     ,     ,  8, 16,    795890
020,21056,59,181,1,1,321,05,08,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,     ,    2,     ,  8, 16,    265297
010,21057,59,181,1,1,321,05,08,2,1,3210,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    2,     ,     ,     ,     ,  8, 16,    463690
010,21057,59,181,1,1,321,05,08,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    3,     ,     ,  8, 16,    463690
015,21057,59,181,1,1,321,05,08,2,1,3210,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    5,    1,    2,     ,    7,     ,     ,  8, 16,    498686
011,21057,59,181,1,1,321,05,08,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,    3,     ,    2,   10,     ,     ,  8, 16,    437444
015,21058,59,181,1,1,321,05,08,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    5,     ,     ,  8, 16,    815698
011,21004,59,181,1,1,321,06,09,2,1,3211,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,     ,     ,     ,  6, 12,    333537
011,21004,59,181,1,1,321,06,09,2,1,3211,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    7,     ,     ,  6, 12,    116738
009,21002,59,181,1,1,321,06,09,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    2,     ,     ,  6, 12,    489632
012,21002,59,181,1,1,321,06,09,2,1,3210,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    1,     ,     ,  6, 12,    178048
012,21002,59,181,1,1,321,06,09,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    1,     ,    2,     ,    3,     ,  6, 12,    103861
009,21001,59,181,1,1,321,06,09,2,1,3210,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,    389068
010,21001,59,181,1,1,321,06,09,2,1,3210,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    2,     ,     ,  6, 12,    680870
016,21005,59,181,1,1,321,06,10,2,1,3211,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,    2,    1,     ,    4,     ,     ,  8, 16,    188608
013,21005,59,181,1,1,321,06,10,2,1,3211,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    2,     ,     ,  8, 16,    681891
011,21000,59,181,1,1,321,06,10,2,1,3210,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    2,     ,     ,  8, 16,     97115
009,21000,59,181,1,1,321,06,10,2,1,3210,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    645123
020,21000,59,181,1,1,321,06,10,2,1,3210,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    6,     ,     ,     ,     ,  8, 16,    624313
009,21009,59,181,1,1,321,06,10,2,1,3211,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,    2,     ,    3,     ,     ,     ,     ,  8, 16,    389209
015,21009,59,181,1,1,321,06,10,2,1,3211,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    3,     ,    4,     ,     ,  8, 16,    504530
016,21009,59,181,1,1,321,06,10,2,1,3211,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    2,     ,    6,     ,     ,  8, 16,    302718
012,21009,59,181,1,1,321,06,10,2,1,3211,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    2,    5,     ,     ,     ,     ,  8, 16,    345963
012,21009,59,181,1,1,321,06,10,2,1,3211,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,     ,     ,     ,  8, 16,    273887
010,21006,59,181,1,1,322,07,11,2,1,3212,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    6,     ,     ,  8, 16,    467817
023,21006,59,181,1,1,322,07,11,2,1,3212,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,    1,     ,    1,     ,     ,     ,     ,     ,  8, 16,    218315
012,21008,59,181,1,1,322,07,11,2,1,3212,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    3,     ,     ,  8, 16,    409039
013,21008,59,181,1,1,322,07,11,2,1,3212,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,    1,     ,     ,  8, 16,    437576
016,21008,59,181,1,1,322,07,11,2,1,3212,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,    2,    2,     ,     ,     ,     ,  8, 16,    190250
013,21008,59,181,1,1,322,07,11,2,1,3212,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    2,     ,     ,  8, 16,    399526
013,21008,59,181,1,1,322,07,11,2,1,3212,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  8, 16,    380501
012,21094,59,181,1,1,322,07,11,2,1,3212,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    7,     ,    2,     ,    2,     ,     ,  8, 16,    357593
009,21094,59,181,1,1,322,07,11,2,1,3212,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,    3,     ,    2,     ,     ,     ,     ,  8, 16,    575258
011,21099,59,181,1,1,322,08,13,2,2,3221,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   1,    ,     ,     ,     ,     ,    3,     ,     ,     ,     , 12, 24,    843494
010,21099,59,181,1,1,322,08,13,2,2,3221,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    1,     ,     ,     ,     , 12, 24,    754705
010,21099,59,181,1,1,322,08,13,2,2,3221,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    5,     ,     , 12, 24,    532733
008,21093,59,181,1,1,322,08,13,2,2,3221,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,    3,     ,     ,     , 12, 24,    386922
013,21097,59,181,1,1,322,08,13,2,2,3221,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     , 12, 24,    893481
012,21097,59,181,1,1,322,08,13,2,2,3221,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,     ,     ,     ,     ,     , 12, 24,    236014
012,21097,59,181,1,1,322,08,13,2,2,3221,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,     ,     ,     ,     ,     , 12, 24,     84291
